run,step,total,t,loss_gen,loss_critic,grad_norm,normalizer,gn_gen,depth,instantaneous_s_per_it
b4_2h_proof,130,950,76029,nan,0.1359,nan,nan,nan,5,3.0
b4_2h_proof,140,950,76059,nan,0.1158,nan,nan,nan,4,3.0
b4_2h_proof,150,950,76089,nan,0.1394,nan,nan,nan,5,3.0
b4_2h_proof,160,950,76187,0.3073,0.1487,847.9,0.244,0.14,5,9.8
b4_2h_proof,170,950,76270,0.2767,0.1103,796.9,0.203,0.15,6,8.3
b4_2h_proof,180,950,76351,0.2817,0.0989,807.3,0.196,0.15,4,8.1
b4_2h_proof,190,950,76433,0.2587,0.1277,778.5,0.219,0.14,4,8.2
b4_2h_proof,200,950,76515,0.3233,0.1033,864.9,0.266,0.14,6,8.2
b4_2h_proof,210,950,76597,0.3173,0.1016,855.4,0.293,0.16,6,8.2
b4_2h_proof,220,950,76678,0.4369,0.1273,994.3,0.305,0.14,6,8.1
b4_2h_proof,230,950,76760,0.3502,0.1314,903.0,0.214,0.15,5,8.2
b4_2h_proof,240,950,76842,0.3549,0.1032,909.1,0.216,0.13,4,8.2
b4_2h_proof,250,950,76924,0.2926,0.1302,832.1,0.196,0.12,4,8.2
b4_2h_proof,260,950,77022,0.2710,0.0931,804.1,0.162,0.14,4,9.8
b4_2h_proof,270,950,77103,0.3168,0.1063,861.8,0.183,0.13,4,8.1
b4_2h_proof,280,950,77185,0.3378,0.0968,890.5,0.193,0.16,5,8.2
b4_2h_proof,290,950,77267,0.3285,0.0983,877.2,0.200,0.13,6,8.2
b4_2h_proof,300,950,77349,0.3723,0.1085,928.0,0.211,0.12,6,8.2
b4_2h_proof,310,950,77430,0.3288,0.1190,876.8,0.226,0.16,4,8.1
b4_2h_proof,320,950,77511,0.3389,0.1412,885.6,0.218,0.14,5,8.1
b4_2h_proof,330,950,77593,0.3816,0.1417,931.1,0.293,0.14,4,8.2
b4_2h_proof,340,950,77675,0.3621,0.1273,897.0,0.259,0.13,6,8.2
b4_2h_proof,350,950,77756,0.3413,0.1240,875.8,0.205,0.13,4,8.1
b4_2h_proof,360,950,77838,0.3608,0.1204,910.8,0.239,0.13,6,8.2
b4_2h_proof,370,950,77919,0.3642,0.1047,924.9,0.302,0.12,5,8.1
b4_2h_proof,380,950,78001,0.3624,0.1045,906.7,0.235,0.14,5,8.2
b4_2h_proof,390,950,78082,0.2945,0.0809,835.6,0.202,0.15,6,8.1
b4_2h_proof,400,950,78163,0.3246,0.0939,893.9,0.240,0.13,4,8.1
b4_2h_proof,410,950,78245,0.3164,0.0779,861.0,0.206,0.12,6,8.2
b4_2h_proof,420,950,78326,0.2963,0.1260,840.5,0.192,0.14,5,8.1
b4_2h_proof,430,950,78408,0.3130,0.1035,850.1,0.220,0.12,4,8.2
b4_2h_proof,440,950,78489,0.3300,0.1172,873.8,0.223,0.12,5,8.1
b4_2h_proof,450,950,78571,0.3643,0.1155,898.6,0.264,0.13,6,8.2
b4_2h_proof,460,950,78652,0.3350,0.1234,871.7,0.205,0.12,4,8.1
b4_2h_proof,470,950,78733,0.3075,0.1296,845.0,0.205,0.14,4,8.1
b4_2h_proof,480,950,78814,0.3000,0.1093,845.4,0.176,0.13,5,8.1
b4_2h_proof,490,950,78896,0.2869,0.0968,837.0,0.210,0.14,5,8.2
b4_2h_proof,500,950,78977,0.3848,0.0779,936.9,0.230,0.17,4,8.1
b4_2h_proof,510,950,79075,0.3494,0.1239,909.2,0.206,0.16,5,9.8
b4_2h_proof,520,950,79156,0.3619,0.1418,928.0,0.226,0.13,4,8.1
b4_2h_proof,530,950,79238,0.3383,0.1069,886.7,0.194,0.13,5,8.2
b4_2h_proof,540,950,79319,0.3708,0.1540,903.9,0.196,0.13,4,8.1
b4_2h_proof,550,950,79400,0.3488,0.1295,892.1,0.217,0.13,4,8.1
b4_2h_proof,560,950,79482,0.3181,0.1252,835.8,0.195,0.13,4,8.2
b4_2h_proof,570,950,79565,0.3231,0.1110,832.1,0.187,0.13,6,8.3
b4_2h_proof,580,950,79645,0.3260,0.1130,870.3,0.226,0.13,6,8.0
b4_2h_proof,590,950,79727,0.3223,0.1318,864.4,0.302,0.13,6,8.2
b4_2h_proof,600,950,79809,0.3578,0.1300,919.7,0.331,0.14,5,8.2
b4_2h_proof,610,950,79891,0.3794,0.1319,937.2,0.319,0.13,4,8.2
b4_2h_proof,620,950,79973,0.3079,0.0950,865.8,0.200,0.14,5,8.2
b4_2h_proof,630,950,80055,0.2763,0.0920,825.5,0.174,0.13,5,8.2
b4_2h_proof,640,950,80137,0.3162,0.1028,888.2,0.238,0.15,6,8.2
b4_2h_proof,650,950,80219,0.2610,0.1011,799.2,0.187,0.13,5,8.2
b4_2h_proof,660,950,80300,0.3135,0.1264,859.3,0.229,0.12,5,8.1
b4_2h_proof,670,950,80382,0.2695,0.1538,807.3,0.203,0.11,5,8.2
b4_2h_proof,680,950,80464,0.2953,0.1183,838.2,0.231,0.13,6,8.2
b4_2h_proof,690,950,80545,0.3476,0.0994,901.9,0.231,0.14,4,8.1
b4_2h_proof,700,950,80627,0.3437,0.1037,872.7,0.251,0.13,4,8.2
b4_2h_proof,710,950,80708,0.3106,0.1262,842.9,0.222,0.12,5,8.1
b4_2h_proof,720,950,80790,0.2996,0.1165,831.3,0.213,0.14,6,8.2
b4_2h_proof,730,950,80872,0.3063,0.1082,832.4,0.177,0.15,6,8.2
b4_2h_proof,740,950,80953,0.3046,0.1135,847.2,0.226,0.13,4,8.1
b4_2h_proof,750,950,81035,0.3098,0.1434,849.7,0.228,0.12,4,8.2
b4_2h_proof,760,950,81131,0.3565,0.1204,893.8,0.247,0.12,4,9.6
b4_2h_proof,770,950,81213,0.3613,0.1231,910.7,0.248,0.12,6,8.2
b4_2h_proof,780,950,81295,0.3377,0.1546,885.4,0.231,0.13,5,8.2
b4_2h_proof,790,950,81377,0.3415,0.1150,892.7,0.197,0.15,4,8.2
b4_2h_proof,800,950,81459,0.3463,0.1100,877.2,0.183,0.13,4,8.2
b4_2h_proof,810,950,81540,0.4240,0.0976,953.5,0.215,0.16,5,8.1
b4_2h_proof,820,950,81622,0.3008,0.1028,829.1,0.205,0.12,6,8.2
b4_2h_proof,830,950,81704,0.3451,0.0881,890.4,0.235,0.12,6,8.2
b4_2h_proof,840,950,81786,0.3307,0.1693,873.3,0.231,0.14,5,8.2
b4_2h_proof,850,950,81867,0.3458,0.1909,892.8,0.281,0.11,6,8.1
b4_2h_proof,860,950,81948,0.3126,0.1446,848.9,0.211,0.10,6,8.1
b4_2h_proof,870,950,82030,0.2794,0.1113,811.6,0.192,0.11,5,8.2
b4_2h_proof,880,950,82112,0.3624,0.1389,905.1,0.215,0.11,5,8.2
b4_2h_proof,890,950,82193,0.3753,0.1055,952.2,0.263,0.16,6,8.1
b4_2h_proof,900,950,82275,0.3588,0.1130,925.7,0.279,0.15,5,8.2
b4_2h_proof,910,950,82357,0.3174,0.1431,870.5,0.252,0.14,6,8.2
b4_2h_proof,920,950,82438,0.3320,0.1368,878.1,0.216,0.14,6,8.1
b4_2h_proof,930,950,82520,0.3366,0.1446,889.1,0.207,0.13,5,8.2
b4_2h_proof,940,950,82601,0.3363,0.1458,891.2,0.200,0.13,5,8.1
b4_2h_proof,950,950,82683,0.3239,0.1122,857.0,0.224,0.12,4,8.2
b4_ctrl_400,10,400,67738,nan,0.0765,nan,nan,nan,6,
b4_ctrl_400,20,400,67768,nan,0.1433,nan,nan,nan,5,3.0
b4_ctrl_400,30,400,67798,nan,0.1311,nan,nan,nan,5,3.0
b4_ctrl_400,40,400,67830,nan,0.1154,nan,nan,nan,6,3.2
b4_ctrl_400,50,400,67859,nan,0.1136,nan,nan,nan,4,2.9
b4_ctrl_400,60,400,67904,nan,0.1244,nan,nan,nan,5,4.5
b4_ctrl_400,70,400,67934,nan,0.1806,nan,nan,nan,5,3.0
b4_ctrl_400,80,400,67965,nan,0.1788,nan,nan,nan,5,3.1
b4_ctrl_400,90,400,67996,nan,0.1887,nan,nan,nan,4,3.1
b4_ctrl_400,100,400,68026,nan,0.1483,nan,nan,nan,5,3.0
b4_ctrl_400,110,400,68070,nan,0.1378,nan,nan,nan,6,4.4
b4_ctrl_400,120,400,68100,nan,0.1251,nan,nan,nan,4,3.0
b4_ctrl_400,130,400,68130,nan,0.1224,nan,nan,nan,5,3.0
b4_ctrl_400,140,400,68160,nan,0.1756,nan,nan,nan,4,3.0
b4_ctrl_400,150,400,68190,nan,0.1522,nan,nan,nan,5,3.0
b4_ctrl_400,160,400,68302,0.3295,0.1719,879.9,0.243,0.28,5,11.2
b4_ctrl_400,170,400,68384,0.3661,0.1391,922.4,0.234,0.18,6,8.2
b4_ctrl_400,180,400,68466,0.3027,0.1586,838.9,0.174,0.14,4,8.2
b4_ctrl_400,190,400,68547,0.3671,0.1522,910.8,0.281,0.14,4,8.1
b4_ctrl_400,200,400,68629,0.3449,0.1169,887.5,0.235,0.13,6,8.2
b4_ctrl_400,210,400,68725,0.2866,0.1163,812.2,0.199,0.13,6,9.6
b4_ctrl_400,220,400,68807,0.3418,0.1103,884.1,0.271,0.14,6,8.2
b4_ctrl_400,230,400,68890,0.3029,0.1000,842.7,0.240,0.12,5,8.3
b4_ctrl_400,240,400,68973,0.2891,0.0923,824.5,0.227,0.13,4,8.3
b4_ctrl_400,250,400,69057,0.2894,0.1527,845.2,0.229,0.12,4,8.4
b4_ctrl_400,260,400,69157,0.3588,0.1265,905.8,0.285,0.14,4,10.0
b4_ctrl_400,270,400,69239,0.3245,0.1405,874.6,0.269,0.14,4,8.2
b4_ctrl_400,280,400,69321,0.2731,0.1312,808.3,0.171,0.13,5,8.2
b4_ctrl_400,290,400,69402,0.2667,0.1905,808.3,0.201,0.13,6,8.1
b4_ctrl_400,300,400,69485,0.3112,0.1576,847.3,0.288,0.12,6,8.3
b4_ctrl_400,310,400,69586,0.3190,0.1377,850.2,0.262,0.12,4,10.1
b4_ctrl_400,320,400,69668,0.2838,0.1251,814.7,0.220,0.14,5,8.2
b4_ctrl_400,330,400,69750,0.2555,0.1657,779.4,0.214,0.15,4,8.2
b4_ctrl_400,340,400,69833,0.2947,0.1222,835.7,0.228,0.12,6,8.3
b4_ctrl_400,350,400,69914,0.3138,0.1326,859.8,0.235,0.14,4,8.1
b4_ctrl_400,360,400,70009,0.2875,0.0900,840.9,0.191,0.13,6,9.5
b4_ctrl_400,370,400,70091,0.2983,0.0844,841.0,0.187,0.13,5,8.2
b4_ctrl_400,380,400,70173,0.3400,0.1042,874.8,0.273,0.13,5,8.2
b4_ctrl_400,390,400,70256,0.3177,0.1264,855.8,0.236,0.11,6,8.3
b4_ctrl_400,400,400,70338,0.3235,0.1065,862.3,0.191,0.11,4,8.2
b64_dense_350,10,350,48664,nan,0.1112,nan,nan,nan,5,
b64_dense_350,20,350,49137,nan,0.1177,nan,nan,nan,4,47.3
b64_dense_350,30,350,49528,nan,0.1338,nan,nan,nan,4,39.1
b64_dense_350,40,350,49785,nan,0.1283,nan,nan,nan,6,25.7
b64_dense_350,50,350,50042,nan,0.1270,nan,nan,nan,4,25.7
b64_dense_350,60,350,50299,nan,0.1295,nan,nan,nan,5,25.7
b64_dense_350,70,350,50557,nan,0.1328,nan,nan,nan,5,25.8
b64_dense_350,80,350,50814,nan,0.1501,nan,nan,nan,4,25.7
b64_dense_350,90,350,51070,nan,0.1388,nan,nan,nan,6,25.6
b64_dense_350,100,350,51328,nan,0.1264,nan,nan,nan,6,25.8
b64_dense_350,110,350,51586,nan,0.1348,nan,nan,nan,4,25.8
b64_dense_350,120,350,51842,nan,0.1326,nan,nan,nan,6,25.6
b64_dense_350,130,350,52166,nan,0.1455,nan,nan,nan,6,32.4
b64_dense_350,140,350,52639,nan,0.1414,nan,nan,nan,5,47.3
b64_dense_350,150,350,53109,nan,0.1450,nan,nan,nan,4,47.0
b64_dense_350,160,350,53963,0.3097,0.1396,881.9,0.216,0.09,6,85.4
b64_dense_350,170,350,54640,0.3142,0.1332,831.0,0.237,0.05,4,67.7
b64_dense_350,180,350,55332,0.3226,0.1215,797.8,0.179,0.04,4,69.2
b64_dense_350,190,350,56030,0.3379,0.1284,856.5,0.250,0.04,6,69.8
b64_dense_350,200,350,56708,0.3261,0.1165,808.4,0.175,0.03,5,67.8
b64_dense_350,210,350,57384,0.3296,0.1130,897.0,0.237,0.03,6,67.6
b64_dense_350,220,350,58062,0.3378,0.1085,848.5,0.213,0.04,6,67.8
b64_dense_350,230,350,58739,0.3230,0.1066,856.8,0.250,0.03,4,67.7
b64_dense_350,240,350,59416,0.3527,0.1201,864.8,0.282,0.03,5,67.7
b64_dense_350,250,350,60095,0.3359,0.1152,901.2,0.278,0.04,6,67.9
b64_dense_350,260,350,60770,0.3348,0.1202,938.6,0.289,0.03,5,67.5
b64_dense_350,270,350,61446,0.3133,0.1155,912.8,0.234,0.03,6,67.6
b64_dense_350,280,350,62124,0.3134,0.1216,981.7,0.247,0.03,6,67.8
b64_dense_350,290,350,62802,0.3157,0.1186,860.5,0.183,0.03,4,67.8
b64_dense_350,300,350,63504,0.3136,0.1153,844.1,0.179,0.03,6,70.2
b64_dense_350,310,350,64395,0.3090,0.1109,914.0,0.176,0.03,5,89.1
b64_dense_350,320,350,65279,0.3183,0.1113,871.1,0.216,0.03,6,88.4
b64_dense_350,330,350,65985,0.3213,0.1211,955.9,0.246,0.03,6,70.6
b64_dense_350,340,350,66691,0.3377,0.1176,863.9,0.231,0.03,4,70.6
b64_dense_350,350,350,67397,0.3307,0.1173,894.6,0.251,0.03,4,70.6
